API,LATERAL_LENGTH_BLEND,PROP_PER_FOOT,WATER_PER_FOOT,GOR_30,GOR_60,GOR_90
35073259490000,4335,,,568.940493468795,568.940493468795,568.940493468795
42033324550000,9321,2010.838,1330.162,477.371324513952,455.682071891047,455.682071891047
35073249500000,4657,682.9608,2404.103,2901.710580769761,3270.149132100073,3511.572519083969
35073259510000,4589,,,10382.716049382716,10382.716049382716,10382.716049382716
35073259610000,4688,1521.276,2946.962,1000000.0,1000000.0,1000000.0
42301337580100,4279,2222.103,2972.8,1988.93075836081,1066.018682150971,750.366520058643
33061042150000,9261,1055.995,1015.49,1542.60455200953,1542.60455200953,1542.60455200953
35011239680000,4829,,,1000000.0,1000000.0,1000000.0
05123401680000,4648,810.0245,1146.452,2833.899213724088,2975.5148524247884,3095.405524189458
33105036050000,9430,308.6594,280.9278,1588.9947528307089,1623.9414934565052,1808.40652446675
33053047700000,10103,371.0104,234.8116,805.7744043043809,1188.886837733062,991.7055188116659
05123372550000,9227,1359.016,801.1315,1456.466529301835,1528.395501501195,1670.4249944275202
33053063870000,9016,363.897,263.2592,1548.8605859843499,1748.191419397268,1859.754725472547
33025024570000,9990,253.5107,120.9773,697.17850824099,746.6268171662359,775.935423038888
33061029830000,9514,1297.874,913.6846,500.40352411056506,493.188165144539,520.7976634102121
49021211820000,8930,1398.233,879.5729,495.47681869581595,473.15922132246396,495.36453729996003
35073248660000,6475,410.3203,1575.26,2615.628970775095,1740.834386852085,1750.625312656328
05123386690000,4196,537.0798,559.5685,2431.692985677561,2798.1373186051537,2943.518064410658
33053070390000,9493,421.7378,933.5718,3423.3282305940334,3342.992832329273,3094.5560672773577
33025015050000,9472,370.7764,255.9235,983.183856502242,991.789585925004,974.1524515358459
33105035670000,9450,632.8414,1332.935,2531.730292513634,2305.880787653006,3220.313121931803
35073248990000,4765,2651.2209999999995,2958.518,3850.605652759084,4466.127583108715,4624.349430133737
35073249150000,10158,1371.46,828.5493,1224.412909707396,1252.025084922916,1255.6387480816632
49021212260000,9139,1213.136,774.5853,740.667683948044,694.382255389718,650.186908454624
05123398480000,9386,1463.5870000000002,1257.746,3072.265776604828,2858.6834057621113,2506.235655227718
35073248580000,4417,822.3124,1258.514,1477.628929165572,1594.584376919805,1815.8373344973081
35073252520000,4848,755.8331,2435.076,2490.7898844832957,2466.221357909867,2434.128381623179
33025023640000,9600,261.4221,215.7472,1004.38596491228,1082.346003323862,1116.834073035895
05123398990000,8741,1001.887,614.3935,1498.397435897435,834.2956120092371,586.542187125223
49021210640000,9450,1461.4579999999999,776.7231,771.395324235692,541.116388896515,497.027693199942
05123401730000,4685,,,2280.118401578687,2377.574246694125,2298.796460176991
05123394580000,5587,347.1677,496.8633,5349.755948749237,5561.140763164183,5842.4559186721035
05123429440000,4366,1781.954,2129.801,1823.7854889589898,1713.405831969974,1669.573320907941
05123429500000,9917,,,1349.74106815923,1353.113935168665,961.593227612304
35137274690000,10268,1555.276,2378.475,64482.53080929996,65588.36783551614,68513.693080538
05123395940000,5423,1036.974,1540.67,2658.078095514588,2770.1261289317963,2822.321038847664
35017248880000,4967,2720.6040000000003,2376.266,10572.472353870458,11433.487970654873,11807.261078483716
49021210860000,9365,1921.6429999999998,1273.19,669.429391138029,697.546319479218,702.566683442375
35017246030000,4837,1231.698,,13743.991805216296,13965.999475570316,14670.839684753348
49021211330000,9690,611.8026,,673.280782821418,626.5951867606781,583.460884353741
35073249790000,10014,1518.609,807.1169,2007.081933316102,1930.77616311817,2047.6730987514181
33025023440200,5483,200.6848,268.29200000000003,346.21301239706804,268.744917321767,247.04177734846598
35017246530000,4634,1251.907,1281.264,160946.87131050767,156434.6153846154,168205.43032786882
05123421280000,9013,1747.3970000000002,2290.053,1611.9597108375422,1634.13537590542,1730.5310448390978
49021210650000,6628,1154.768,,881.1248001504739,847.135209021528,842.461005199306
05123386890000,5118,1015.659,748.3211,2651.353276353276,2887.4937930056044,2895.1019769443433
33061030150000,10683,1234.91,1210.478,1823.7443875952802,1772.505610583331,1838.763990503415
35073249610000,4414,672.8984,2367.966,4131.0584655509665,4117.2405281994315,4293.435635123614
05123384290000,9054,996.6097,667.7361,1782.976737985736,1766.249089079362,1861.032958199356
33061039080000,9316,373.1951,247.5657,1350.4824879714,1394.694298603519,1422.9561563502868
33025021290000,12049,1013.924,590.5128,695.356472795497,649.002917316069,721.117694829608
35073251620000,4770,2562.761,2328.931,1516.554054054054,2119.897156049952,2122.596364528738
33105040410000,9573,771.0411,638.7669999999999,2353.161709572606,2347.292441731056,2342.646725583503
33061039380000,9771,499.9284,456.3159,1489.3377894767968,1439.9690047237991,1490.681107498602
05123401160000,4165,886.1628,1057.029,4391.904612488233,4399.233296823658,4564.596617687829
33053053440000,4712,616.1985,534.9733,1202.52828854314,1219.3064667291471,1243.591939259005
35137271710000,8115,739.1354,1729.338,66210.10541621229,72475.8620689655,77065.35500427717
49021232450000,7514,825.1177,,705.6349873843559,705.6349873843559,705.6349873843559
35051239700000,4941,1840.273,1874.8970000000002,14474.370423289873,27267.369173066618,41330.05893909626
33053070900000,10070,691.2275,495.6066,2497.4760107326388,2462.721039335979,2460.703817343458
35073252460000,4892,2593.989,2313.1420000000003,7938.251889705099,9109.840255591054,10235.706065280736
33089008660000,9970,925.7734,1281.173,1511.4102468491308,1558.3746204251229,1618.901573237916
33007018440000,9147,593.2151,800.1568,60.897435897434995,60.897435897434995,60.897435897434995
35073251280000,9980,1724.861,1518.2020000000002,3123.4680713824982,3341.524472707392,3503.3466629600316
05123423330000,3723,1155.2269999999999,789.8336,5594.93931289858,5314.3352475891215,5689.863467107984
35073248900000,3730,723.6137,2098.729,4589.793103448275,5097.145488029465,5265.794028559065
49021210780000,8875,2084.365,1265.3339999999998,435.39694100509803,426.46016047770104,417.56123678222394
05123372520000,9498,,,1502.1429902478408,1603.684934724972,1664.777713698252
49021222940000,10138,2534.0879999999997,1357.8220000000001,589.183891660727,658.3348091178179,700.927462657424
35017245710000,4744,1338.5120000000002,1449.271,46234.96443198965,44372.649759510285,47286.64443385739
49021210930000,9472,1471.391,861.0592,679.164534586221,703.514576765755,686.878847624029
05123415200000,6930,,,3966.128665605819,4427.0241711795,4384.406084125072
49021211280000,8897,1316.9289999999999,662.2171,607.470288624787,752.709677419354,811.8078590357851
05123415300000,8969,1112.364,963.5969,3832.037539678888,3634.5781201406658,3946.4275862068957
35051236430000,7272,1277.761,1736.319,814.203270278935,871.4301968369549,524.337646333949
05123408970000,9063,819.845,758.3877,3832.025647515396,3854.4779582366577,3440.589896077371
05123397080000,7023,843.8134,1170.553,3099.584531799296,3458.920918647668,3735.557341907824
35011235770000,9838,2284.593,3356.955,1000000.0,1000000.0,1000000.0
05123412860000,4264,1025.599,1458.4270000000001,1991.8819918819909,1699.3024539569421,1753.5789632308608
05123410530000,8837,793.0053,1120.144,1717.765436850497,1854.338283927605,2063.881843280734
05123419870000,9287,2851.53,3887.039,1772.888050462771,1902.5596044972492,2009.9054889131219
05123401100000,4119,734.7173,887.7739999999999,,,
35137271610000,10102,830.0308,907.7164,4414.418856945608,4723.245868750329,4991.752808150166
35073249740000,4525,945.5242,1902.412,3476.439790575916,3422.361504245855,3429.1069100391132
33025024270000,10048,510.55800000000005,611.9922,1079.740203034603,1146.81349114767,1580.9145475106561
33053065650000,9371,419.5623,376.2805,1172.51657330798,1071.804691239827,1018.1968732133349
33105035310000,9538,623.9843,1225.257,1508.8943524477538,1541.488991384561,1599.3016007701972
33105037160000,10020,368.6859,287.5145,1024.7090249952291,911.531100478468,909.480033954017
05123389670000,3800,,,6069.9491989058215,5730.16508254127,5758.207630878437
49021215930000,9302,902.1825,514.6074,604.762838102704,688.016706239093,735.1967554532499
33105037210000,9286,2154.782,1493.969,1037.316110513096,1080.477837158126,1014.9064792807679
05123426580000,8156,1112.92,859.2860000000001,3204.811299933789,3235.168718970014,3349.981044356206
05123415600000,9307,,,2603.946920721333,2443.1812102081212,2000.6722290323848
35073252660000,4716,1375.557,2881.667,272.04619946932996,468.003745902918,558.529733104417
05123372120000,3889,1082.869,648.2758,2289.660321015304,2514.7074668677938,2232.709209017959
05123369430000,3980,,,1865.8934396520472,1871.7645867782528,1974.2658585014099
35017247900000,5018,2532.4970000000003,2956.535,475.521475682342,541.163436632025,605.498911401139
33023013610000,9442,256.1213,267.8895,953.309783443403,946.583751893486,945.249048673822
33025024560000,9812,241.3203,119.4079,974.072858549392,890.2740209337879,911.7802709568159
33105039410000,9044,912.8029,1483.745,840.0717219041001,848.9392424747301,677.691079978719
49021210880000,8667,1136.995,493.361,719.503139134543,748.763080695301,746.0890050428819
49021210900000,8829,1204.3010000000002,778.8735,785.919985822515,728.0230708035001,702.122432008467
05123392070000,4231,578.2682,848.79,2597.942920681986,2842.903408214671,3030.0941619585683
33053068790000,9396,816.6346,811.118,4115.001256386632,5067.763198422965,4933.135453852633
49021212280000,9480,1077.483,847.9736,611.0240751990281,643.927272727272,663.8579547321041
05123405660000,3917,722.6563,738.6125,3709.0567808540586,3773.127188861364,3956.0842329734774
33055001790000,14859,602.533,444.5416,701.998449478852,694.238221127729,690.58163566578
05123429980000,9227,1098.616,873.4527,2904.372041214146,3033.580232456011,3165.4495711023797
33023013620000,10080,238.3077,254.928,862.760020294266,858.404674548172,855.953084959589
05123428550000,4025,1122.4489999999998,808.9232,3203.8654728106567,3000.725567896411,3427.816752599104
05123414150000,4303,1010.929,757.1516,3467.0361390139697,2260.715967969853,1795.878515933358
05123429010000,5380,1091.74,786.5211,2631.253860407659,2694.188229532283,2843.9090005263456
05123427800000,4073,,,3244.796484736355,3278.557993730407,3605.673964525639
05123418530000,7679,1227.888,984.3293,3193.103448275862,3300.198889533438,3573.68540565089
49021232430000,9779,1052.396,,424.15104234954697,445.693400455141,479.12392285597
35073249780000,3956,654.2973,1496.6989999999998,3078.7925604611078,3293.534778769743,3071.3873017911023
33053064340000,8655,357.3686,255.7208,1736.531365313653,1574.8328184934992,1552.9603626513351
35051240190000,4949,2416.347,2277.231,4245.696835091615,4783.808064260423,5252.003596700418
05123398090000,4495,694.4582,1968.1129999999998,927.460417102601,1054.449508275365,1137.553329904081
05123396040000,4361,808.2948,606.5392,3759.229349330872,4257.58896151053,4218.770949720671
49021211100000,8324,1363.154,947.1757,296.299383230538,291.897534730587,345.171094101755
33025021300000,11241,1014.837,656.3532,577.891707141572,697.750082717547,657.950504651413
33053046070000,10055,419.2543,389.675,1877.39676540877,1904.239646423309,1969.275014979029
05123399460000,8296,,,2500.159371015724,2949.743321453094,2829.090832844082
49021211120000,4458,667.2255,,422.113083994459,434.343434343434,429.733991149992
49021213880000,9316,999.9719,531.9116,530.631260191008,522.3658790310591,565.61379484315
49021216800000,8851,977.9633,506.8105,501.820352133691,514.8761443187931,506.09161183799006
33061031980000,9525,490.4683,288.4994,765.056386467247,759.6582767849899,789.387228910652
33053075660000,9381,17806.9,15908.39,1442.9919608528478,1406.8180903443922,1194.110202135074
33089008930000,9116,826.1042,1051.981,1417.027289587565,1385.713636156959,1387.154466442847
35051239360000,9729,3026.777,2532.901,1958.985975227721,1869.882095418138,2276.099208529166
33053072790000,9511,426.839,920.0656,1985.4454203262233,1931.783081271672,1675.20581847568
05123386230000,9031,725.4618,584.8907,1365.4164368450079,1278.0660630569369,1214.4926805915989
35051239730000,4910,1365.6989999999998,2282.743,26303.58655746964,29375.365086497415,42255.84138395866
49021219810000,8899,506.8552,498.3119,560.121427513697,635.033199331496,647.273478380611
05123401480000,9995,1216.141,915.8991,3761.794485135717,3651.8641259320616,3929.872532068036
33053051660000,9524,368.9723,234.6983,1387.801755669348,1472.938612422811,1428.999589104005
35051238210000,6640,541.1804,,2474.752694522368,2583.178752107925,2530.174399473511
05123372500000,8405,1338.586,650.9827,1811.734533654349,1788.054909775268,1880.39637737075
33105039430000,9183,914.6339,813.8014,1023.133543638275,1071.7987373975309,853.402355765623
05123380140000,4566,600.159,851.7245,1480.631276901004,1618.291318019506,1715.9916722316061
05123401240000,9220,,,2160.769495018893,2186.149123928891,2306.763950073421
35051239740000,4576,,,581074.7922437673,743629.2134831459,759036.8271954673
35137271680000,10110,722.9435,1633.5610000000001,34686.65886483324,37133.59909497387,39403.87081263024
05123381050000,6474,671.5998,1432.51,4169.401978417266,3990.068840988601,4093.609778740522
33105039630000,9729,481.5078,628.4551,1280.863105765829,1111.538283385057,1121.287128712871
33053070810000,10015,243.5224,294.9805,1642.011937589444,1610.642045799671,1650.947603121516
33053051470000,10384,366.8884,665.1327,930.438143084875,1058.912293668391,1133.119057184947
05001098470000,4409,,,1315.504733800565,1273.207918357309,1365.850168149402
05123410250000,4136,660.028,179.047,2305.356859004927,2258.945998698763,2285.844046953605
49021212540000,8669,1378.5970000000002,790.2573,594.106432083486,581.1129787918879,576.800274428054
49021226580100,4249,538.438,,355.67514677103696,410.450966356478,464.871591809028
33061035790000,9741,838.3795,315.1501,1507.9156366696468,1470.353032962746,1167.5685850077639
33053071300000,9045,385.1528,278.3594,1425.87035898919,1286.675590608154,1235.166766425123
33025028740000,9714,611.1155,494.7732,1260.0824256697078,641.09732657697,459.716827465229
35051239130000,4669,835.5349,1383.105,1695.12367491166,1703.820224719101,2259.080694586312
33053062580000,10078,372.0536,347.0748,1263.537009438648,1196.849474912485,1172.649339116773
35051240170000,8823,1062.4080000000001,1674.1429999999998,2192.400155098875,2249.430235502658,2274.8075845595818
05123405100000,8996,1067.651,807.6357,4358.766491813702,4794.240719910011,5053.537665439347
33053063340000,9800,388.095,262.9193,2366.337277337147,2128.2138352575907,2111.427199172423
05123380980000,3726,786.0405,713.299,6806.076577274841,7529.626078619366,8394.06378275971
05123388310000,6086,830.5682,657.3002,6788.235294117647,6426.733487919814,6621.253996640113
05123410430000,4227,972.6455,678.9261,2149.036570979158,2283.722988420974,2406.182721501518
35073252630000,9128,1775.44,971.1485,2480.212355212355,2478.807896926451,2376.435940586814
33053049940100,9459,394.8131,360.7407,1155.560715114929,1129.255013058297,1080.156508004881
33061026600100,4991,478.8407,317.6982,673.830409356725,766.1791322212981,704.555539121431
05123376170000,3935,1008.654,788.3839,679.824561403508,836.773551430178,886.6848671251331
49021212530000,9402,587.7008,402.5131,950.9431856233949,536.813584953215,402.423183203041
33025027060000,10170,950.1252,506.1452,649.551441114716,620.008587376556,569.112597144406
05123406620000,4208,1043.369,1172.8110000000001,1091.229321799616,1107.629938604302,1148.840935611404
35073250130000,10131,1117.86,845.3308,3549.807287320697,3143.999826584583,3341.041918581217
33053054150000,9617,384.8535,360.032,1791.878546687301,1955.628814540918,2100.5630304989018
05123395440000,9246,1259.753,1003.6519999999999,3945.4605919521114,3885.168585405864,4070.0890563452645
35137272330000,6999,1112.7839999999999,958.8668,21639.92827256425,41412.9941478562,56589.055793991414
33061037280100,4072,259.9186,183.5042,723.78277153558,690.049586776859,712.980068060281
49021238620000,9466,1243.711,,633.308116286609,639.792499729817,581.476989851279
05123408460000,4766,848.1015,1189.339,3062.4599322282256,3030.828889966068,3255.4545454545455
05123425020000,4139,,,5175.725026852846,5175.725026852846,5175.725026852846
05123401220000,9255,,,2872.82432118821,3121.498308978367,3324.690806139174
05123409890000,4911,548.5698,740.9683,2759.497130363487,2970.225070334479,3207.241020903106
33053068010000,8876,995.0982,547.4183,1462.350861688024,1477.6123144805451,1485.249980254324
33053075080000,9320,1273.164,713.0787,1660.051896700852,2162.165764264889,1925.01193370411
05123429180000,10505,1837.941,2448.981,2793.5493191750643,3016.4996476943547,3213.8595489580352
33105039970000,8883,738.0011,666.8667,1676.797324911759,1598.154812035831,1589.388567344479
35137272050000,7529,681.9721,1661.495,46879.09397000306,52375.033177032645,56879.26473580681
05123423160000,4202,1374.871,668.2125,3786.0469281748165,4782.131213178516,5441.913336061474
05123389950000,9151,560.252,859.9616,2783.3369947275924,2795.7724411019,3043.801931755873
05123426960000,9312,,,2417.499840794752,2536.627610799796,2689.102564102564
35073251530000,4966,725.187,2718.39,1708.527055099416,1937.453149830589,1937.453149830589
05123428250000,9483,1132.6789999999999,869.4568,2767.5883378228477,2778.2150297775624,2851.78900346633
05123428430000,9237,1261.494,919.8692,3697.001624303086,4092.881373095033,4553.74443446523
05123430110000,6560,1052.077,784.2947,3286.723876829883,3371.03836530442,3768.108470382017
05123406150000,4996,956.4872,1181.774,7494.027565084226,8087.971738755816,8313.57731701224
05123405160000,8813,1086.896,788.7945,4180.886148551763,4406.682615004509,4504.894398788319
05123370950000,3961,,,2253.40327213688,2514.386471106836,2734.109221128021
49021208180300,856,356.4416,,0.0,0.0,0.0
33025030480000,9561,579.5331,1264.743,1094.799815922687,1092.81212239966,1085.234237915534
05123418490000,7519,764.7686,1110.202,2670.0234724009993,2788.38226108682,2883.795937354628
35051238970000,4661,792.4231,1967.2720000000002,79934.95440729483,84912.26618109584,88005.4219707685
33053066130100,8930,1482.431,803.1888,2107.103536354428,2149.583377844247,2387.680680207841
33089008710000,9432,998.2092,1374.747,1511.8709415584408,1552.192471866511,1075.227525824661
05123416690000,3795,808.0457,717.8587,5130.422882167783,5424.0085581111025,5625.977286994236
05123389700000,4068,,,3175.461218012299,3308.462337946501,3076.79388221841
05123402330000,9477,,,2016.145725522666,1944.7819483619,2056.956380736176
05123361720000,4074,,,2431.465517241379,2556.9004242575493,2478.714161598609
05123383890000,6319,541.3168,862.9218,2570.164447924823,2553.936213161081,2797.9020768837718
05123385380000,6712,1316.733,791.4668,1863.7313734744791,1880.875817465765,1953.5415475757409
05123372220000,3812,946.1979,621.821,2343.984962406015,2539.032893739578,2772.53122724472
05123392940000,9087,770.5098,1319.855,2393.127842344618,2563.229916243954,2713.795986622073
33053068540000,9436,740.8558,451.8059,2648.792468276708,2567.7282482670153,2958.850067010211
05123397830000,9465,754.1697,1143.3139999999999,3134.950288138813,2900.949841693051,3166.2233387517854
49021212840000,9751,996.5136,525.3521,927.992931821528,1074.977698483496,1164.377056409212
49021212870000,8986,789.6176,430.9026,695.5239772308439,720.9938009469411,792.9511991130639
33089008090200,8713,259.795,146.0108,898.360136259209,931.7800723678399,928.845843422114
35137274130000,3944,856.4760000000001,794.0953,1395.4179041154,1284.036759700476,1214.993954050785
49021221270000,9036,1126.26,,585.55389582229,578.8807292985559,559.7004026621601
49021210130000,9234,,,642.366367765226,733.530937384216,667.087728162698
33061036790000,14953,599.2863,497.6342,775.0065253327909,762.488654179387,758.762912926334
49021210520000,4200,975.0823,561.2467,1097.803347280334,995.69938716267,970.544058744993
49021211730100,8325,1407.219,789.819,584.389547725033,569.226577400646,598.369645768489
33061038430000,10622,230.0473,152.2968,1904.059956323208,2069.6590473758138,2119.189231491626
49021211110000,5113,367.9043,,312.619468388213,350.27630508569604,351.083883129123
49021210970000,8306,1240.285,733.2858,704.639602319801,660.621761658031,734.9554234769679
33053069030000,9444,724.5931,522.7773,4369.6778371377695,3956.254454739843,3864.186822351959
05123381210000,8906,611.8061,1063.1789999999999,2861.918982082575,2950.8468273553967,2819.726126288717
05123388790000,4167,1004.828,594.913,3689.7051715804732,4001.211631663974,3933.8468509288623
05123381690000,4179,586.2753,963.1366,1148.07576668671,1181.986188113996,1112.8431507794169
49021238460000,9493,1156.839,746.4171,1617.938118501816,1151.496194348868,961.6465814368469
05123410020000,5194,773.4585,1076.195,6395.513577331759,6627.959413754227,6882.666049525573
33053067700000,9568,735.4852,531.6961,1857.940615636066,1892.677256877179,1952.2635880140092
05123389540000,3765,900.8829,1128.789,2936.3753213367604,2788.5928065108947,2917.129915585752
33105042360000,9115,398.999,318.9978,1496.075426129766,1275.28535383876,1169.316897042197
33061035900000,9980,769.7632,987.2816,692.131999684964,695.388376989427,729.3967714528461
49021226520200,9296,1969.608,1339.57,779.726858877086,748.5856905158059,695.116318642584
05123416550000,9593,,,2585.855189419412,2683.246073298429,2715.346329323931
33025026580000,10129,756.683,457.2897,869.152582090863,876.431005855107,876.205304706492
05123420650000,4010,1186.423,853.5572,3040.8371618172528,3014.5939747732723,3372.9353233830843
05123410560000,4029,1015.5889999999999,1036.753,2033.092037228541,1960.1192953252869,1881.798113586193
05123382980000,6825,1367.7020000000002,700.1934,2887.405047782406,2549.570673712021,2437.8084896347477
33105039770000,9661,255.0855,179.1356,1289.177489177489,1289.177489177489,1289.177489177489
35011235400000,4892,2482.449,1233.344,3368.643941427335,1713.5791980824372,3055.5092009648492
33023013020000,9937,265.7101,326.1494,930.983847283406,881.190835505556,826.950564345211
35051238170000,7680,641.0641,841.6958,33435.46875,34665.1285995044,36421.65659525117
05123360060000,6641,848.8538,1170.501,2486.2243463592913,2477.127554056734,2271.6181709277757
49021212680000,8476,641.1831,397.1433,901.707932141219,457.128744515791,343.680370483638
35017247330000,4696,2909.0229999999997,2483.323,41099.83896940418,79579.18863167545,58945.50141156254
05123406410000,4956,1672.246,978.7308,1412.47745716862,1401.2708308356312,1407.7445266627371
33053068700000,10105,615.3877,492.155,1675.2460257380772,1543.7091772778251,1439.5749393275369
05123400670000,4048,1030.516,1072.944,3460.031643185413,3942.6462785200897,4715.034229548322
05123403400000,7149,876.0901,539.2888,14247.178579331709,14621.860305080856,14741.46030734931
05123399990000,7155,1329.108,589.5966,1624.7002398081531,1982.9843625761991,2122.420965058236
33053060030000,10447,481.7513,379.1332,2110.516020864381,2345.372396351339,2348.184068293175
05123426160000,6286,1473.3020000000001,1535.632,3011.534454531924,1637.360414306522,1181.438664097623
33053068910000,9987,1983.703,1608.649,1124.691240737222,771.960529889254,794.7036828356289
05123403550000,4404,900.7615,331.3559,1546.599903085123,1639.350562013642,1828.208556149732
33061032870100,5082,1175.961,556.933,321.630513005037,463.13970090929496,527.343521283447
33025029120100,7760,641.2617,495.1354,2916.15120274914,3426.623464290535,3497.098455788334
49021211640000,9696,572.8765,,538.0887475389969,535.871444287285,542.6194806356391
49021232490000,11053,792.3017,513.9811,749.1255961844189,824.795081967213,903.7116573319009
05123412850000,4264,1081.906,1479.3339999999998,1732.9763866007681,1425.560697757208,1558.0097204176889
05123382540000,3844,654.0331,1068.532,2384.72553699284,2230.357142857142,1355.766621438263
05123376300000,3412,1015.2610000000001,755.4743,890.029021558872,887.535395629641,935.9012179190021
05123417710000,7545,1620.757,1059.394,2209.54003407155,1897.2044904248291,1864.4227744573761
49021212270000,9488,1285.555,832.0057,640.713898672446,717.652717652717,752.231161732948
35073249120000,4593,784.7534,2269.751,3467.634366418203,3432.7692775357173,3427.56259362294
49021211310000,9341,1312.9229999999998,849.5093,694.3573089271871,484.552581997933,499.84875175714797
33023013960000,10027,267.11,266.0948,854.5119705340691,853.611111111111,837.7235546929151
05123392280000,6525,,,2716.556873078612,2721.298026525682,2867.626659620846
35051239100000,7511,2079.319,,2437.67792352777,2365.228951255539,2210.878039725264
33025022130000,8356,234.7919,201.2922,844.3731193580741,824.756048656596,823.3479043455901
05123380890000,6428,1249.692,856.6078,2841.4985590778087,3100.484502555253,3338.785159453852
33025031360000,10045,501.2887,692.5988,1235.098094433492,1206.5003779289489,1070.380555601297
49021218510000,10590,606.4789,,605.218150722317,591.823115935581,620.029948031357
33053072010000,9444,769.4335,1266.9560000000001,3428.1073150282955,4004.553950722175,4103.669495756365
35051237640000,4239,777.9518,1996.3529999999998,36816.79703581721,33343.52103830856,33518.375815056315
35017246630000,9865,2017.545,2037.13,17186.126804770873,17443.722563652325,13130.055511498811
05123385650000,4097,,,2025.468164794007,2126.683244967859,2069.3900958035347
35011235960000,7578,2018.882,,1000000.0,1000000.0,1000000.0
35011235380000,4691,2841.718,2893.587,4816.737288135593,4816.737288135593,4972.916879316796
05123390750000,4161,1069.035,740.6549,7351.863258392362,7957.647058823529,8373.850515107515
49021212910000,9202,1341.2079999999999,745.8058,4052.747463143787,2498.467097339318,1941.369380899056
33025025060000,9162,360.6265,2279.615,807.054643884283,837.0253164556959,880.2136972193609
35051237520000,4491,1004.8530000000001,847.2029,1824.143254090768,1844.652531123309,1406.8459791501348
49021210850000,9355,1222.715,779.6662,649.643053267435,729.3763388707001,763.254400670578
05123410040000,5041,627.262,1034.088,6098.97729242503,6295.686501059117,6482.994135908934
05123390540000,4100,1310.025,788.3235,2274.14554038797,2516.995161099964,2680.541760722347
35051239620000,4769,789.6293,832.2107,207306.47590361442,238491.35254988915,240363.04144593328
33025026490000,9237,893.5589,752.6296,704.481611132719,716.347205014211,711.784249245686
05123398280000,4586,499.5563,732.6142,887.978712303036,865.5715449361929,882.0978691676801
35011235470000,9966,2421.9629999999997,2060.301,2323.926778712883,3385.085410141613,4974.367350075898
33061036610000,9248,264.0038,176.2604,857.555063960757,853.426663688038,857.043673012318
33061033100000,10310,592.0494,964.794,955.838233529341,1321.155480033984,1137.0933079179981
33053072820000,9498,1047.045,147.4331,2611.8758915834524,2723.1771339685,2316.167494677075
49021213040000,8849,870.4088,484.5764,546.825134807967,601.504909307802,663.948487768194
35011235130000,9711,1618.882,1876.6,2047.7839725178799,1993.628609598191,1999.975343647907
33025025310000,4222,407.0488,350.8164,1151.073401286942,1136.429608127721,1132.388183950959
33053061800000,9664,361.5489,255.7085,1680.881926312735,1305.3806325216901,1076.8118988805381
05123390570000,9375,861.5155,1187.857,2876.8534508426123,2941.2416510203448,3111.2661557817682
05123378960000,4006,938.6635,601.1682,1484.006211180124,992.057325390658,1203.0048419253771
05123402780000,4044,600.8264,529.2319,2168.548724383103,2086.935522820574,2053.870785458655
05123375030000,4594,820.3877,1232.016,3468.8140806561855,3416.086956521739,3538.916876574307
05123380420000,7119,750.9830000000001,642.0474,1879.948253557567,1815.0142296746399,1757.7057899190131
05123413280000,4174,1056.479,1481.362,2339.288094920677,2502.744320780606,2924.8509188268217
33061036350000,9404,1047.935,1012.4060000000001,1882.158378523902,1911.71510545566,1613.06702775897
33053064730100,1395,409.1117,413.1898,582.067703568161,563.518385003604,608.835939439066
05123381180000,4059,1030.708,824.8411,1714.7560030983732,2012.5738347271772,2155.966148256457
49021214500000,8906,1200.125,691.5483,2798.369162342475,1938.52538745866,1523.762884193834
05123386940000,4265,902.1791,624.2722,2589.798969928559,2589.798969928559,2447.995083730219
05123384520000,4200,863.7364,576.5504,1283.541737073335,1730.929927181568,2007.199499165275
33061032550000,6367,1037.108,375.816,536.225402504472,453.357384773965,339.190789654887
35137273870000,10175,1109.527,905.9692,6213.247951525166,6535.963879073419,6917.686850848573
05123422290000,3528,1133.568,757.2528,3981.0612828300873,3884.837962962962,3966.6079605494892
05123409910000,4928,820.0992,1108.535,3218.979571299184,3337.7656615110714,3376.8716792786986
05123395800000,9610,,,2542.488726042841,2431.202832719339,2493.4127185203947
05123369140000,4613,803.0264,1162.0510000000002,7114.430147058823,6823.757035647279,6155.827702702702
33025028310000,9553,824.9191,573.7506,882.513887737335,977.468143773147,1128.3492735635539
05123406240000,4262,867.6801,1160.667,3329.166236181423,3683.264257778296,3898.0276048243127
33053052310200,1031,656.8651,448.88,764.752720516676,797.695523605587,789.223381660356
05123411770000,4289,,,1734.5113902490948,2132.151221144195,2270.762822181723
05123405770000,4702,758.5859,1151.276,3353.069946836234,3282.140258577265,3360.6383396879055
33025027680000,8837,302.4518,359.86300000000006,479.45205479452005,464.321407155706,387.299740918944
49021212030000,9457,1307.239,835.6952,843.114626115882,916.221998180342,916.221998180342
33053071480000,9471,691.1227,464.0409,2208.35553660876,2393.641709960705,2488.762455599911
05069064780000,5786,529.6606,749.0032,3274.014322166433,3369.847879663465,3480.971879327994
49021226570000,4208,584.2202,217.9879,416.339869281045,405.864774000747,366.304666862342
33053062880000,9760,1008.25,782.6925,905.0272132942571,945.772302614128,937.641910891237
35017248520000,4882,3538.053,2831.179,17316.653386454185,20102.14741729541,21189.62570500769
05123424930000,4153,,,4672.311295262114,4672.311295262114,4672.311295262114
